run_id,run_name,group,method,target,seed,step,plot_step,metric,value
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,20000,20000,w2,0.30665045976638794
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,25000,25000,w2,0.2627438008785248
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,30000,30000,w2,0.2436680793762207
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,35000,35000,w2,0.3916110694408417
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,40000,40000,w2,0.29091790318489075
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,45000,45000,w2,0.3152441382408142
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,50000,50000,w2,0.39716091752052307
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,55000,55000,w2,0.4138605296611786
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,60000,60000,w2,0.432460218667984
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,65000,65000,w2,0.44805803894996643
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,70000,70000,w2,0.43833717703819275
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,75000,75000,w2,0.41450703144073486
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,80000,80000,w2,0.4675006866455078
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,85000,85000,w2,0.45869335532188416
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,90000,90000,w2,0.4326958954334259
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,95000,95000,w2,0.42176634073257446
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,100000,100000,w2,0.4253530502319336
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,5000,5000,elbo,-42.15398025512695
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,10000,10000,elbo,-1.2127249240875244
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,15000,15000,elbo,-0.6696131825447083
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,20000,20000,elbo,-0.45946550369262695
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,25000,25000,elbo,-0.28220775723457336
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,30000,30000,elbo,-0.20176467299461365
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,35000,35000,elbo,-0.10512115806341171
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,40000,40000,elbo,-0.09203161299228668
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,45000,45000,elbo,-0.08104357868432999
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,50000,50000,elbo,-0.055263251066207886
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,55000,55000,elbo,-0.05249636992812157
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,60000,60000,elbo,-0.05494175851345062
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,65000,65000,elbo,-0.04288711026310921
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,70000,70000,elbo,-0.04923775792121887
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,75000,75000,elbo,-0.03900149464607239
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,80000,80000,elbo,-0.054368868470191956
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,85000,85000,elbo,-0.04693334549665451
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,90000,90000,elbo,-0.03834795951843262
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,95000,95000,elbo,-0.0518801212310791
swq2wrtq,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,100000,100000,elbo,-0.04532700031995773
oznejyyg,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,5000,5000,kl_ite,2.0060218267322
oznejyyg,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,10000,10000,kl_ite,0.5087427458553574
